code,title,definition,landscape_ecological_context,synonyms,inclusions,exclusions,species,nvc_associations
w1c7,Yew-dominated,"Yew Taxus baccata woods with Whitebeam Sorbus spp. or Dog’s Mercury Mercurialis perennis of dry valleys and scarps of the chalk of southeast England and very locally of the Durham Magnesium limestone, Morecambe Bay and elsewhere.",,Annex 1: H91J0 Taxus baccata woods of the British Isles.,,,"Differ from other upland mixed woodlands in their impoverished understory, resulting from the intense shade cast by Yew Taxus baccata.","This habitat type is often, but not exclusively, associated with the following NVC communities: W13."
w1c8,Natural box scrub,Box Buxus sempervirens woods on dry calcareous slopes.,"Box scrub forms a stable natural or near-natural community at only one UK site, Box Hill in Surrey. It is developed here on steep, chalk slopes where other tree",Annex 1: H5110 Stable xerothermophilous formations with Buxus sempervirens on rock slopes (Berberidion p.p.).,,,"are unable to grow to mature size. At the other two sites, in Gloucestershire and Buckinghamshire, box occurs as seral scrub gradually reverting to woodland, where unmanaged, and so does not represent a stable formation.",
w1d,Status,"Currently to be applied only in England. Areas of floodplain that are either: 1) Naturally functioning mosaics of wetland habitats with natural or near-natural hydrological function and-or good water quality. Naturally functioning floodplains will not be drained or contain water level control structures and will not have artificial barriers between the water body and the floodplain. The water quality will be good with no evidence of nutrient enrichment. Naturally functioning floodplains will contain a mosaic of wet (see 502-505) habitats potentially including fens, bogs, grasslands, woodlands and open water. 2) Areas of modified floodplain, but only if they provide important refuges for wetland","Floodplain wetland mosaics may be situated anywhere within the floodplains of both coastal and freshwater water bodies. The floodplain extends from the water body to the outer limits of the floodplain extent. This includes land that would regularly be flooded under natural conditions and the transitional zone on the floodplain margins. The transitional zone is included due to ecohydrological connection to the floodplain, principally through groundwater or rainwater flooding and the potential for seasonal ponding and saturation of floodplain soils that support a range of important wetland habitats. In natural floodplains, the plant communities in the wet, more nutrient-rich conditions closest to the water body are generally",,,"Modified grassland (see g4), unless qualifying on",whose natural habitats have been lost (see,
w1d5,Alder woodland on,Woodland dominated by Alder Alnus glutinosa and Willow Salix spp. on base-rich soils on floodplains.,"Found in a range of situations, from islands in river channels to low-lying wetlands alongside the channels. Also occur in the transition to drier woodland.","Annex 1: H91E0 Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae).",,Narrow strips of riparian trees outside of woodland.,,
w1d6,Bog woodland (H91D0),"Coniferous and broadleaved forests on a humid-to- wet peaty substrate, with the water level permanently high and even higher than the surrounding water table. Canopy cover may only just reach 25%.","The water is always very poor in nutrients. Bog woodlands are found mainly in Scotland, and more rarely in the New Forest and Dorset.",Annex 1: H91D0 Bog woodland.,,,"Generally dominated by Downy Birch Betula pubescens, Alder Buckthorn Frangula alnus and Scot’s Pine Pinus sylvestris, with",
w1e,Upland birchwoods,"Woodlands with abundant Birch Betula spp., with constituents such as Rowan Sorbus aucuparia, Willow Salix spp., Juniper Juniperus spp. and Aspen Populus tremula. These woodlands differ from successional Birch stands found within oakwoods and Dwarf Birch scrub.","Found in Scotland, Wales, the Lake District and Dartmoor. Boundaries are often diffuse and liable to change as woodlands expand and contract in response to fires and changes in grazing pressure. Refuges, such as those occurring on cliffs or rocky patches, may develop permanent tree cover that can contain richer, less mobile",,,,.,
w1f,Lowland mixed,"Includes woodland growing on the full range of soil conditions, from very acidic to base-rich. It occurs largely within enclosed landscapes, usually on sites with well-defined boundaries, at relatively low altitudes, although altitude is not a defining feature.","Includes most established semi-natural woodland in southern and eastern England, and in parts of lowland Wales and Scotland. Many are ancient woods, including classic examples of ancient woodland in East Anglia and the East Midlands.",,Monospecific stands of native,"Mixed woodland, as in ‘a mixture of broadleaved and coniferous","such as Elm Ulmus spp., Field maple Acer campestre, Ash Fraxinus excelsior or Hazel Corylus avellana in the drier non-Atlantic lowlands.",
w1f5,Dry oak-dominated,"Ancient lowland Oak Quercus robur woodland on acidic, sandy or gravelly substrates in the south and east of Britain.",,Annex 1: H9190 Old acidophilous oak woods with Quercus robur on sandy plains.,,,The ground flora is generally,
w1f6,Oak-hornbeam forests,"Forests of Pedunculate Oak Quercus robur (sometimes with Sessile Oak Quercus petraea), with some Hornbeam Carpinus betulus, on hydromorphic soils or soils with a high water table (such as the bottoms of valleys, depressions or in the vicinity of riparian forests).",Restricted in the UK to southeast England.,Annex 1: H9160 Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli.,,,"Bluebell Hyacinthoides non-scripta, which is most abundant in Atlantic parts of Europe, including the UK, is unusually rare in this Habitats Directive Annex 1 type. Typical",
w1f7,Other Lowland mixed,Lowland mixed deciduous woodland that does not meet the,,,,"Mixed woodland, as in ‘a mixture of broadleaved and coniferous",’ (see w1h~).,
w1g,Other broadleaved,Broadleaved and mixed woodland (see w1) that does not meet the,,,Stands of non-native broadleaved tree,,. Woodlands of non-native,
w1h,Other woodland –,A mixture of broadleaved and coniferous trees in which neither make up >80% of the tree cover.,Likely to include woodland that is self-sown and-or recently established in either urban or rural situations.,Mixed woodland.,"Yew Taxus baccata, a native coniferous",,", is treated as a broadleaved",
w1h5,Other woodland –,A mixture of broadleaved and coniferous trees in which broadleaf,,,,,make up 50–80% of the tree cover.,
w1h6,Other woodland –,A mixture of broadleaved and coniferous trees in which coniferous,,,,,make up 50–80% of the tree cover.,
w2,Coniferous woodland,"Vegetation dominated by trees that are >5 m high when mature, which form a distinct, although sometimes open, canopy that has a cover of >25%. It includes stands of both native and non-native coniferous trees","Scots Pine Pinus sylvestris is the only pine that is native to the UK, and forms native woodland only in Scotland (see w2a~). The majority of coniferous woodlands in the UK are plantations (see 29) of",,Recently felled coniferous woodland where there is a clear indication that it will return to woodland.,Woodlands with <80% of the total cover provided by coniferous trees (excluding Yew Taxus baccata).,(with the exception of Yew Taxus baccata) where the percentage cover of these trees in the stand is >80% of the total cover of the trees present.,
w2a,Native pine woodlands,"Relict indigenous forests, dominated by self-sown Scots Pine Pinus sylvestris.","Occur throughout the central and northeastern Grampians and in the northern and western Highlands of Scotland. An important western representative of the European boreal forests, in which structure and succession was probably determined naturally by storms and natural fires caused by lightning. This habitat occurs on infertile, strongly leached, podsolic soils.",Native pinewoods.,"Some Birch Betula spp. and Juniper Juniperus spp. woodlands of northern character within and adjoining the relict, indigenous pine forests.",,"This habitat does not support a large diversity of flora and fauna compared with some, more fertile, habitats. However, there is a characteristic plant and animal community that includes many rare and uncommon","This habitat type is often, but not exclusively, associated with the following NVC communities: W18 (W17, W19)."
